date_time,avg_air_temp,avg_dew_point,avg_relative_humidity,avg_pressure,avg_visibility,energy_loss,fog_duration,fog_month,fog_index
2000-01-01 04:00:00,10.0,10.0,100.0,30.01166666666667,0.1931207999999999,10693.704232538585,19800.0,1,0.5400860723504336
2000-01-01 10:00:00,10.86,10.43,97.13633333333334,30.076,0.41038169999999996,8798.058547203882,21600.0,1,0.40731752533351306
2000-01-01 16:00:00,13.174999999999999,11.625,90.555,30.01125,1.4256070166666666,2349.704586167951,21600.0,1,0.10878261972999774
2000-01-01 22:00:00,9.250000000000002,9.125000000000002,98.65625,30.038750000000004,0.1931207999999999,11665.859162769366,21600.0,1,0.5400860723504336
2000-01-02 04:00:00,9.636363636363637,8.727272727272727,94.54772727272729,30.03136363636364,0.1931207999999999,11665.859162769366,21600.0,1,0.5400860723504336
2000-01-02 10:00:00,10.874999999999998,10.4375,98.2,30.088124999999998,0.500907075,8420.559817784848,21600.0,1,0.38984073230485405
2000-01-02 16:00:00,12.958333333333334,10.950000000000001,87.77791666666667,30.013333333333335,1.50875625,2118.369529937019,21600.0,1,0.09807266342301013
2000-01-02 22:00:00,10.791666666666664,10.791666666666664,100.0,30.02,0.1931207999999999,11665.859162769366,21600.0,1,0.5400860723504336
2000-01-03 04:00:00,9.76,9.75,97.72436363636363,30.0009,0.1952129419999999,9656.25233495652,18000.0,1,0.53645846305314
2000-01-03 10:00:00,10.414285714285713,9.380952380952381,85.44831168831169,30.057285714285715,1.1752780114285712,6132.565783063787,25200.0,1,0.24335578504221378
2000-01-03 16:00:00,13.566666666666668,10.537037037037036,82.56010101010101,29.953333333333333,1.60934,1922.2726614166745,21600.0,1,0.08899410469521642
2000-01-03 22:00:00,9.506802721088436,8.895238095238096,95.9741156462585,29.970408163265308,0.34671971292517006,4952.921566597715,12600.0,1,0.39308901322204093
2000-01-04 10:00:00,10.668398268398269,9.203030303030305,89.95215367965369,30.054740259740257,1.277509419047619,8104.174264211616,52200.0,1,0.1552523805404524
2000-01-04 16:00:00,15.291666666666666,9.541666666666666,83.43911458333334,29.977500000000003,1.8775633333333335,766.8060084390572,9000.0,1,0.0852006676043397
2000-01-04 22:00:00,9.7375,8.954166666666667,94.97854166666667,30.018958333333334,0.5592456499999999,7636.261836483247,21600.0,1,0.3535306405779281
2000-01-05 04:00:00,7.189473684210527,6.810526315789474,97.2501052631579,30.05210526315789,0.1931207999999999,972.1549302307805,1800.0,1,0.5400860723504336
2000-01-05 10:00:00,7.715789473684211,7.712781954887218,95.72555639097745,30.076842105263157,0.41383028571428565,20141.119655508253,41400.0,1,0.4865004747707308
2000-01-05 16:00:00,10.104166666666666,9.120833333333335,92.95204166666667,29.987291666666664,1.5798354333333335,1964.8196845366851,21600.0,1,0.0909638742841058
2000-01-05 22:00:00,8.45909090909091,8.059090909090909,97.37659090909091,30.016590909090908,0.2253075999999999,10584.723412314901,21600.0,1,0.49003349131087504
2000-01-06 04:00:00,7.999999999999999,7.999999999999999,100.0,30.0,0.1931207999999999,11665.859162769366,21600.0,1,0.5400860723504336
2000-01-06 10:00:00,8.067857142857141,7.9607142857142845,99.41660714285715,30.03267857142857,0.7244903821428572,4286.05320730675,14400.0,1,0.2976425838407465
2000-01-06 16:00:00,14.702272727272726,9.015909090909092,69.40488636363636,29.96102272727273,2.061966875,795.1548603562636,10800.0,1,0.07362545003298737
2000-01-06 22:00:00,9.75909090909091,8.479090909090909,92.65075,29.989772727272726,1.0541177,4233.440340728398,18000.0,1,0.23519113004046655
2000-01-07 10:00:00,11.7012987012987,10.62987012987013,93.79107142857143,30.057467532467534,0.47130671428571425,22696.20911035326,46800.0,1,0.48496173312720636
2000-01-07 16:00:00,13.641666666666666,10.208333333333334,80.60979166666667,29.965833333333336,1.3250232666666666,2545.801454688296,21600.0,1,0.11786117845779148
2000-01-07 22:00:00,10.45,8.45892857142857,87.46723214285714,29.99276785714286,0.5471756,2530.117341847972,7200.0,1,0.3514051863677739
2000-01-08 10:00:00,11.166666666666666,10.077380952380953,92.35377232142856,30.01232142857143,0.4439096166666667,28561.97899647714,57600.0,1,0.4958676909110615
2000-01-08 16:00:00,15.799999999999999,10.89090909090909,83.95468749999999,29.920909090909092,1.8061183909090908,1142.7796741902644,12600.0,1,0.09069679953890987
2000-01-08 22:00:00,10.05,9.283333333333333,94.56,29.935833333333335,0.5243766166666667,7766.333477812032,21600.0,1,0.35955247582463107
2000-01-09 04:00:00,7.25,7.25,100.0,29.91375,0.27157612499999995,9031.118201116435,21600.0,1,0.41810732412576085
2000-01-09 10:00:00,12.0625,9.4375,86.61375,29.945625,1.0671935875,3288.868471945287,14400.0,1,0.2283936438850894
2000-01-09 16:00:00,20.208333333333332,10.183333333333334,53.558749999999996,29.88875,2.1960785416666666,160.18938845138953,1800.0,1,0.0889941046952164
2000-01-09 22:00:00,13.327272727272726,12.336363636363636,78.92607954545454,29.90909090909091,1.2260244727272729,2791.4716337735954,21600.0,1,0.12923479785988867
2000-01-10 04:00:00,10.454545454545455,10.318181818181818,99.12727272727274,29.867727272727276,0.41184473636363633,6866.372646976409,21600.0,1,0.3178876225452041
2000-01-10 10:00:00,14.963636363636363,10.054545454545455,75.01136363636364,29.91227272727273,1.4271919727272726,3389.6820080918055,10800.0,1,0.3138594451936857
2000-01-10 16:00:00,21.21666666666667,10.966666666666667,52.35208333333333,29.861666666666668,2.8834008333333334,0.0,0.0,1,0.0
2000-01-10 22:00:00,14.066666666666665,11.916666666666666,83.71270833333334,29.907916666666665,1.91109125,783.8764753480025,9000.0,1,0.08709738614977805
2000-01-11 04:00:00,11.5,10.459999999999999,94.225,29.933,1.34862692,2499.604679284628,21600.0,1,0.11572243885576983
2000-01-11 10:00:00,16.258333333333333,11.399999999999999,76.02291666666666,29.995208333333334,1.5858704583333332,1803.332255098564,10800.0,1,0.1669752088054226
2000-01-11 16:00:00,23.175,12.141666666666666,58.26500000000001,29.899375000000003,2.8834008333333334,0.0,0.0,1,0.0
2000-01-11 22:00:00,14.25,12.358333333333333,88.44305555555555,29.918333333333333,1.49266285,1983.7435199424153,14400.0,1,0.13775996666266774
2000-01-12 04:00:00,11.5825,10.984999999999998,88.855325,29.8935,0.8660260875000001,3283.8506147403946,18000.0,1,0.18243614526335525
2000-01-12 10:00:00,19.363888888888887,12.616666666666667,65.77230555555555,29.921944444444446,2.207254513888889,795.1548603562636,10800.0,1,0.07362545003298737
2000-01-12 16:00:00,20.84166666666667,14.5,68.37166666666667,29.838333333333335,2.0284389583333335,783.8764753480025,9000.0,1,0.08709738614977805
2000-01-12 22:00:00,15.841666666666667,14.345833333333333,90.873125,29.892291666666665,1.7769795833333333,1247.7356316037924,14400.0,1,0.08664830775026336
2000-01-13 04:00:00,13.55909090909091,12.788636363636364,95.12590909090909,29.839090909090906,2.1945545454545456,160.18938845138953,1800.0,1,0.0889941046952164
2000-01-13 10:00:00,16.775000000000002,13.858333333333334,83.55416666666666,29.899583333333336,2.51459375,303.30830999383386,3600.0,1,0.08425230833162052
2000-01-13 16:00:00,21.33636363636364,15.79090909090909,70.77727272727272,29.827727272727273,2.4505859090909095,0.0,0.0,1,0.0
2000-01-13 22:00:00,14.716666666666667,13.875,94.26729166666667,29.86916666666667,1.7769795833333333,1424.6340291535605,16200.0,1,0.08794037216997287
2000-01-14 04:00:00,11.281818181818181,11.218181818181817,99.59181818181818,29.85090909090909,0.5215724636363636,6627.893281652497,21600.0,1,0.3068469111876156
2000-01-14 10:00:00,15.558333333333332,12.533333333333333,82.69625,29.927916666666665,2.9665500666666667,906.1862582891902,7200.0,1,0.1258592025401653
2000-01-14 16:00:00,21.916666666666668,11.472222222222221,53.096574074074084,29.866388888888892,3.3527916666666666,160.18938845138953,1800.0,1,0.0889941046952164
2000-01-14 22:00:00,14.016666666666666,11.016666666666666,82.15083333333334,29.891666666666666,2.4810658333333335,0.0,0.0,1,0.0
2000-01-15 04:00:00,12.483333333333334,10.241666666666667,86.19277777777778,29.86583333333333,2.2296064583333335,160.18938845138953,1800.0,1,0.0889941046952164
2000-01-15 10:00:00,15.295454545454545,10.722727272727273,74.1675,29.94454545454545,2.377434090909091,446.78868934684476,5400.0,1,0.08273864617534163
2000-01-15 16:00:00,21.163636363636364,8.645454545454546,45.156363636363636,29.886363636363637,3.1455281818181815,0.0,0.0,1,0.0
2000-01-15 22:00:00,13.597222222222221,8.194444444444445,70.07569444444444,29.961250000000003,3.486903333333333,0.0,0.0,1,0.0
